""	"samplename"	"strain"	"sample"	"experiment"	"time"	"generation"	"CN"	"Sugar"	"reactorname"	"fraction"	"correctedfraction"	"sum"	"correctedsum"	"correctedfraction2"	"correctedsum2"
"342"	"S2R2_15"	"Vaty"	"S2R2"	"SDR12"	"15"	132.2910942	3	"Sucrose"	"R2"	0.039784501	0.0623290515666667	1	0.956426302286667	0.0651686924728519	1
"343"	"S2R2_18"	"Lcas"	"S2R2"	"SDR12"	"18"	150.5224221	5	"Sucrose"	"R2"	0.345627849	0.32489017806	1	0.958568863243333	0.338932538410155	1
"344"	"S2R2_18"	"Lreu"	"S2R2"	"SDR12"	"18"	150.5224221	6	"Sucrose"	"R2"	0.005801906	0.00454482636666667	1	0.958568863243333	0.0047412622514038	1
"345"	"S2R2_18"	"Phis"	"S2R2"	"SDR12"	"18"	150.5224221	4	"Sucrose"	"R2"	0	0	1	0.958568863243333	0	1
"346"	"S2R2_18"	"Smit"	"S2R2"	"SDR12"	"18"	150.5224221	4	"Sucrose"	"R2"	0	0	1	0.958568863243333	0	1
"347"	"S2R2_18"	"Ssal"	"S2R2"	"SDR12"	"18"	150.5224221	6	"Sucrose"	"R2"	0.493990883	0.386959525016667	1	0.958568863243333	0.403684638480101	1
"348"	"S2R2_18"	"Vaty"	"S2R2"	"SDR12"	"18"	150.5224221	3	"Sucrose"	"R2"	0.154579362	0.2421743338	1	0.958568863243333	0.25264156085834	1
"349"	"S2R2_3"	"Lcas"	"S2R2"	"SDR12"	"3"	27.93837931	5	"Sucrose"	"R2"	0.19602155	0.184260257	1	0.846668738716667	0.217629692197318	1
"350"	"S2R2_3"	"Lreu"	"S2R2"	"SDR12"	"3"	27.93837931	6	"Sucrose"	"R2"	0.009531703	0.00746650068333333	1	0.846668738716667	0.00881868001250482	1
"351"	"S2R2_3"	"Phis"	"S2R2"	"SDR12"	"3"	27.93837931	4	"Sucrose"	"R2"	0.000414422	0.00048694585	1	0.846668738716667	0.00057513148617969	1
"352"	"S2R2_3"	"Smit"	"S2R2"	"SDR12"	"3"	27.93837931	4	"Sucrose"	"R2"	0	0	1	0.846668738716667	0	1
"353"	"S2R2_3"	"Ssal"	"S2R2"	"SDR12"	"3"	27.93837931	6	"Sucrose"	"R2"	0.752590137	0.58952894065	1	0.846668738716667	0.696292320351375	1
"354"	"S2R2_3"	"Vaty"	"S2R2"	"SDR12"	"3"	27.93837931	3	"Sucrose"	"R2"	0.041442188	0.0649260945333333	1	0.846668738716667	0.0766841759526219	1
"355"	"S2R2_6"	"Lcas"	"S2R2"	"SDR12"	"6"	53.33162218	5	"Sucrose"	"R2"	0.878574389	0.82585992566	1	0.96934659461	0.851975887935389	1
"356"	"S2R2_6"	"Lreu"	"S2R2"	"SDR12"	"6"	53.33162218	6	"Sucrose"	"R2"	0.001243266	0.0009738917	1	0.96934659461	0.00100468883412318	1
"357"	"S2R2_6"	"Phis"	"S2R2"	"SDR12"	"6"	53.33162218	4	"Sucrose"	"R2"	0	0	1	0.96934659461	0	1
"358"	"S2R2_6"	"Smit"	"S2R2"	"SDR12"	"6"	53.33162218	4	"Sucrose"	"R2"	0	0	1	0.96934659461	0	1
"359"	"S2R2_6"	"Ssal"	"S2R2"	"SDR12"	"6"	53.33162218	6	"Sucrose"	"R2"	0.058433485	0.0457728965833333	1	0.96934659461	0.0472203614660134	1
"360"	"S2R2_6"	"Vaty"	"S2R2"	"SDR12"	"6"	53.33162218	3	"Sucrose"	"R2"	0.06174886	0.0967398806666667	1	0.96934659461	0.0997990617644748	1
"361"	"S2R2_7"	"Lcas"	"S2R2"	"SDR12"	"7"	61.67489218	5	"Sucrose"	"R2"	0.923746374	0.86832159156	1	0.946882165976667	0.917032364491061	1
"362"	"S2R2_7"	"Lreu"	"S2R2"	"SDR12"	"7"	61.67489218	6	"Sucrose"	"R2"	0.002900953	0.00227241318333333	1	0.946882165976667	0.002399890149995	1
"363"	"S2R2_7"	"Phis"	"S2R2"	"SDR12"	"7"	61.67489218	4	"Sucrose"	"R2"	0	0	1	0.946882165976667	0	1
"364"	"S2R2_7"	"Smit"	"S2R2"	"SDR12"	"7"	61.67489218	4	"Sucrose"	"R2"	0	0	1	0.946882165976667	0	1
"365"	"S2R2_7"	"Ssal"	"S2R2"	"SDR12"	"7"	61.67489218	6	"Sucrose"	"R2"	0.049316204	0.0386310264666667	1	0.946882165976667	0.0407981350317444	1
"366"	"S2R2_7"	"Vaty"	"S2R2"	"SDR12"	"7"	61.67489218	3	"Sucrose"	"R2"	0.024036469	0.0376571347666667	1	0.946882165976667	0.0397696103271995	1
"367"	"S2R2_9"	"Lcas"	"S2R2"	"SDR12"	"9"	79.89558448	5	"Sucrose"	"R2"	0.85909656	0.8075507664	0.999999999	0.999082745116667	0.808292176345913	1
"368"	"S2R2_9"	"Lreu"	"S2R2"	"SDR12"	"9"	79.89558448	6	"Sucrose"	"R2"	0.00663075	0.0051940875	0.999999999	0.999082745116667	0.00519885617621538	1
"369"	"S2R2_9"	"Phis"	"S2R2"	"SDR12"	"9"	79.89558448	4	"Sucrose"	"R2"	0	0	0.999999999	0.999082745116667	0	1
"370"	"S2R2_9"	"Smit"	"S2R2"	"SDR12"	"9"	79.89558448	4	"Sucrose"	"R2"	0	0	0.999999999	0.999082745116667	0	1
"371"	"S2R2_9"	"Ssal"	"S2R2"	"SDR12"	"9"	79.89558448	6	"Sucrose"	"R2"	0.030667219	0.0240226548833333	0.999999999	0.999082745116667	0.0240447100110093	1
"372"	"S2R2_9"	"Vaty"	"S2R2"	"SDR12"	"9"	79.89558448	3	"Sucrose"	"R2"	0.10360547	0.162315236333333	0.999999999	0.999082745116667	0.162464257466862	1
"373"	"S2R2_takedown"	"Lcas"	"S2R2"	"SDR12"	"takedown"	159.773055	5	"Sucrose"	"R2"	0.230832988	0.21698300872	1	0.941882856503333	0.230371544849571	1
"374"	"S2R2_takedown"	"Lreu"	"S2R2"	"SDR12"	"takedown"	159.773055	6	"Sucrose"	"R2"	0.014090344	0.0110374361333333	1	0.941882856503333	0.0117184807613008	1
"375"	"S2R2_takedown"	"Phis"	"S2R2"	"SDR12"	"takedown"	159.773055	4	"Sucrose"	"R2"	0	0	1	0.941882856503333	0	1
"376"	"S2R2_takedown"	"Smit"	"S2R2"	"SDR12"	"takedown"	159.773055	4	"Sucrose"	"R2"	0	0	1	0.941882856503333	0	1
